OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
162,YP79,man49,50,34.09,20.62,2020-09-05,2020-10-13
163,AR09,man71,39,55.61,23.8,2020-09-30,2020-10-30
164,HO92,man29,95,84.79,16.64,2020-09-16,2020-10-16
165,DX49,man03,87,41.95,12.81,2020-09-01,2020-10-17
166,LD58,man14,67,79.82,22.6,2020-08-21,2020-11-04
167,BO23,man68,54,54.11,28.17,2020-09-17,2020-11-12
168,JT48,man32,41,46.24,11.76,2020-10-08,2020-10-20
169,IY51,man40,49,53.73,18.42,2020-10-13,2020-10-16
170,TE30,man69,81,95.27,19.63,2020-09-22,2020-11-11
171,JH42,man27,59,36.52,22.33,2020-08-24,2020-10-31
172,HD74,man89,9,94.54,12.06,2020-10-09,2020-10-18
173,DI18,man01,28,96.54,21.29,2020-10-12,2020-10-20
174,HM18,man83,45,51.44,14.88,2020-08-28,2020-10-15
175,XJ70,man41,3,69.39,27.16,2020-09-01,2020-10-13
176,CJ56,man88,25,49.53,23.35,2020-09-06,2020-11-03
177,VO28,man86,11,59.96,11.52,2020-09-05,2020-10-25
178,HJ32,man68,30,51.76,23.04,2020-09-10,2020-11-12
179,RV33,man69,28,77.25,27.21,2020-08-23,2020-10-16
180,KO57,man99,11,40.77,23.67,2020-08-19,2020-10-15
181,HK59,man94,91,88.99,17.95,2020-09-04,2020-10-17
182,NN46,man80,4,48.77,24.52,2020-09-01,2020-11-01
183,HX97,man76,76,65.8,25.77,2020-10-01,2020-11-03
184,UT35,man15,5,23.53,17.0,2020-10-09,2020-10-30
185,LD43,man17,91,98.1,11.09,2020-08-14,2020-10-19
186,WG93,man40,10,47.85,29.94,2020-08-27,2020-11-03
187,UD95,man23,13,81.61,14.23,2020-08-22,2020-11-05
188,ON57,man69,65,57.95,19.36,2020-09-30,2020-10-14
189,VM72,man60,68,86.63,19.87,2020-10-04,2020-10-23
190,LT43,man88,37,22.02,17.84,2020-09-30,2020-11-12
191,PS00,man30,61,20.5,11.65,2020-08-29,2020-10-14
192,CN86,man31,72,80.19,29.11,2020-09-25,2020-10-19
193,ZY95,man51,76,91.38,23.88,2020-09-27,2020-11-11
194,IR30,man15,34,82.3,10.59,2020-09-10,2020-10-31
195,UP46,man23,76,33.58,21.84,2020-08-17,2020-11-10
196,QG26,man67,43,41.49,12.94,2020-09-15,2020-11-01
197,UX35,man62,54,52.44,24.21,2020-09-03,2020-11-05
198,DS44,man37,48,93.78,28.9,2020-09-24,2020-10-23
199,XA48,man22,11,35.69,22.27,2020-09-03,2020-11-10
200,MN05,man68,78,50.22,17.23,2020-09-12,2020-10-24
201,BX61,man00,31,37.36,17.01,2020-08-26,2020-10-17
202,KA98,man12,24,45.08,16.27,2020-10-11,2020-10-19
203,SC57,man99,2,58.93,16.59,2020-09-26,2020-11-12
204,QL46,man88,2,44.18,24.05,2020-08-18,2020-10-15
205,QN67,man83,52,72.22,16.2,2020-09-18,2020-11-08
206,BT41,man59,98,42.21,24.73,2020-09-26,2020-11-02
207,JQ00,man44,65,94.75,27.67,2020-09-19,2020-10-25
208,UU23,man15,2,74.01,17.56,2020-09-02,2020-10-16
209,WX00,man34,81,84.79,11.94,2020-10-06,2020-10-13
210,DO95,man95,7,44.55,29.07,2020-08-27,2020-11-10
211,OC31,man72,28,98.08,16.7,2020-10-09,2020-10-19
212,VD76,man37,68,53.05,29.45,2020-08-20,2020-11-07
213,TV29,man81,38,78.01,19.65,2020-08-23,2020-10-31
214,LQ67,man75,18,23.17,24.83,2020-10-12,2020-11-01
215,GR69,man43,3,58.53,12.48,2020-09-22,2020-11-09
216,CH82,man56,60,89.59,21.81,2020-09-24,2020-11-09
217,RF27,man56,62,67.98,21.83,2020-09-27,2020-11-08
218,BI73,man06,70,88.06,19.41,2020-09-27,2020-10-27
219,QG81,man42,67,69.43,15.07,2020-08-31,2020-11-02
220,XB11,man25,9,99.98,28.42,2020-09-06,2020-11-08
221,RT98,man57,14,85.12,22.47,2020-10-07,2020-10-19
222,GU93,man00,82,91.97,23.95,2020-10-02,2020-10-30
223,DT64,man09,95,93.25,12.68,2020-08-16,2020-11-12
224,EX69,man38,36,56.51,23.56,2020-09-10,2020-10-21
225,GK51,man75,49,53.95,19.28,2020-08-20,2020-10-21
226,AA73,man29,67,89.28,10.42,2020-09-25,2020-10-23
227,AQ32,man83,67,75.94,27.81,2020-08-26,2020-10-22
228,AX43,man66,70,32.53,25.95,2020-08-17,2020-10-21
229,ZT80,man42,18,26.69,21.15,2020-10-01,2020-10-28
230,IK81,man74,39,60.74,22.8,2020-08-30,2020-11-03
231,KJ76,man68,41,53.57,22.0,2020-10-05,2020-10-26
232,LI71,man80,41,83.18,11.54,2020-09-21,2020-11-06
233,XV62,man16,77,34.83,11.61,2020-08-23,2020-11-06
234,RG74,man47,44,57.7,26.8,2020-09-27,2020-10-21
235,UM03,man71,81,63.56,22.55,2020-08-21,2020-10-29
236,MT00,man85,48,29.89,20.02,2020-10-10,2020-10-22
237,OT33,man97,9,93.72,21.25,2020-10-06,2020-10-25
238,NT62,man22,93,78.02,27.94,2020-10-09,2020-10-13
239,BF34,man87,85,33.93,20.06,2020-09-21,2020-10-16
240,QK18,man78,16,96.95,23.16,2020-09-17,2020-10-25
241,AI88,man04,100,25.46,21.38,2020-09-06,2020-10-19
242,MB05,man01,95,88.64,15.97,2020-10-12,2020-10-26
243,HR18,man59,86,37.68,28.78,2020-10-13,2020-10-28
244,UU65,man46,56,85.53,12.59,2020-09-03,2020-10-25
245,MH35,man98,4,85.59,10.98,2020-10-02,2020-11-10
246,DU64,man97,40,63.03,17.66,2020-10-09,2020-11-04
247,EV05,man75,85,38.14,13.43,2020-09-11,2020-10-17
248,HQ46,man38,56,48.48,29.31,2020-09-29,2020-11-12
249,LW02,man07,76,30.7,13.91,2020-08-18,2020-11-03
250,KS78,man87,99,62.49,18.24,2020-09-13,2020-11-11
251,WR80,man43,22,69.33,13.62,2020-10-13,2020-10-20
252,WX27,man56,49,87.17,15.59,2020-09-10,2020-11-03
253,DL29,man83,49,78.69,28.61,2020-09-17,2020-11-11
254,CD04,man09,48,76.84,23.74,2020-08-19,2020-10-14
255,GW82,man02,41,44.89,17.91,2020-09-03,2020-10-19
256,EN31,man42,2,86.8,22.73,2020-08-28,2020-10-22
257,VB72,man68,69,71.77,20.5,2020-10-13,2020-10-13
258,CR50,man05,36,77.0,26.42,2020-10-05,2020-10-17
259,AY25,man39,70,58.18,27.37,2020-09-21,2020-10-26
260,MJ32,man33,71,49.4,18.54,2020-09-17,2020-10-16
261,CS45,man80,45,32.02,28.21,2020-09-01,2020-10-17
262,CL55,man28,74,88.49,10.77,2020-09-08,2020-10-26
263,OL27,man45,31,25.87,23.53,2020-08-31,2020-10-22
264,TJ18,man45,13,80.61,13.57,2020-09-08,2020-11-10
265,BK93,man68,52,92.89,18.96,2020-09-07,2020-11-12
266,OQ64,man17,43,21.28,29.33,2020-08-17,2020-10-24
267,OM23,man81,53,79.84,18.14,2020-09-01,2020-10-30
268,LC86,man36,71,24.27,25.6,2020-10-01,2020-10-14
269,XJ30,man86,26,83.81,28.01,2020-09-07,2020-10-13
270,KS25,man24,66,47.15,19.61,2020-08-23,2020-11-06
271,EN45,man05,53,78.73,26.19,2020-09-23,2020-10-14
272,QT35,man28,92,89.01,12.19,2020-10-03,2020-11-04
273,YJ61,man81,51,93.24,19.66,2020-10-04,2020-10-25
274,SV65,man29,17,20.55,26.26,2020-10-12,2020-10-28
275,CV82,man81,34,84.66,24.67,2020-08-19,2020-11-10
276,UD26,man19,42,86.93,29.7,2020-08-30,2020-11-01
277,CS38,man68,54,55.43,26.93,2020-09-18,2020-11-01
278,PE41,man55,94,43.39,26.83,2020-09-10,2020-10-16
279,LT00,man40,45,30.54,15.18,2020-10-04,2020-10-16
280,PI41,man16,43,71.73,22.76,2020-10-05,2020-10-20
281,QD62,man92,25,72.19,12.1,2020-09-18,2020-10-25
282,PP86,man31,75,45.24,22.66,2020-09-18,2020-10-14
283,GF98,man64,21,70.83,19.94,2020-09-21,2020-10-13
284,FK47,man75,60,64.37,27.49,2020-09-23,2020-11-02
285,SW39,man32,39,35.86,27.67,2020-10-12,2020-11-12
286,SJ11,man19,74,90.21,14.8,2020-10-05,2020-10-24
287,UR11,man55,5,78.56,13.02,2020-09-24,2020-11-04
288,II05,man12,59,55.8,22.91,2020-10-06,2020-10-14
289,SU83,man04,37,61.61,14.03,2020-09-29,2020-10-26
290,CO53,man81,83,72.76,16.88,2020-09-18,2020-11-02
291,HX94,man52,28,53.24,17.36,2020-08-17,2020-10-28
292,HX21,man24,46,77.34,10.01,2020-08-21,2020-11-11
293,NW07,man87,65,54.66,10.96,2020-09-29,2020-10-21
294,TT68,man67,34,58.77,26.86,2020-10-06,2020-10-20
295,NV41,man33,62,64.73,22.41,2020-09-05,2020-10-30
296,VG40,man65,73,78.73,23.73,2020-09-23,2020-10-13
297,IO82,man63,99,41.72,12.79,2020-10-12,2020-11-06
298,HA26,man58,68,55.12,16.93,2020-08-23,2020-10-15
299,SP81,man73,92,49.89,24.93,2020-08-17,2020-10-24
300,NU98,man42,99,37.52,29.44,2020-09-07,2020-11-12
301,BL17,man84,42,23.03,20.39,2020-08-16,2020-11-07
302,QB03,man77,23,26.46,28.64,2020-09-07,2020-11-08
303,JK23,man85,85,42.12,17.48,2020-08-30,2020-11-03
304,JK73,man08,68,95.93,19.91,2020-08-30,2020-10-28
305,AX34,man15,93,99.62,24.96,2020-10-07,2020-10-18
306,DL22,man14,19,49.05,24.51,2020-09-23,2020-10-16
307,SM17,man95,37,73.59,12.13,2020-08-15,2020-10-31
308,CF40,man63,57,39.19,15.96,2020-08-30,2020-11-12
309,WA76,man03,49,22.22,24.63,2020-09-17,2020-10-31
310,XR54,man18,56,90.4,12.36,2020-09-13,2020-11-09
311,QJ00,man09,41,41.38,20.83,2020-10-03,2020-10-20
312,LC59,man40,24,48.84,23.74,2020-09-11,2020-11-08
313,MU42,man10,33,95.72,19.29,2020-09-17,2020-11-01
314,EC24,man22,93,32.33,17.75,2020-08-17,2020-11-05
315,NJ95,man06,91,62.38,11.43,2020-10-03,2020-10-13
316,VU12,man59,84,51.13,29.09,2020-09-12,2020-10-18
317,QP74,man19,57,44.37,13.24,2020-09-07,2020-10-25
318,LP25,man52,71,37.11,25.67,2020-10-03,2020-10-20
319,DH85,man20,60,63.01,13.2,2020-09-10,2020-10-27
320,QN62,man29,30,38.31,29.8,2020-09-12,2020-10-19
321,XJ94,man01,52,46.82,16.07,2020-10-11,2020-11-02
322,IR25,man88,38,39.57,22.6,2020-08-25,2020-11-01
323,AL95,man29,36,22.96,24.91,2020-08-28,2020-10-15
324,RM69,man40,31,67.98,23.33,2020-10-05,2020-11-10
325,OB01,man56,66,67.66,15.86,2020-09-26,2020-11-04
326,SW98,man16,25,74.2,11.66,2020-08-23,2020-10-20
327,BC70,man05,76,80.05,21.41,2020-10-08,2020-10-27
328,TF99,man19,31,70.13,28.88,2020-08-25,2020-10-26
329,SU68,man40,50,37.63,27.95,2020-09-20,2020-10-19
330,SX36,man15,56,34.66,21.63,2020-10-01,2020-10-25
331,DO85,man32,52,31.88,17.3,2020-09-13,2020-11-01
332,TP70,man68,20,78.65,11.87,2020-09-25,2020-10-14
333,EP80,man22,45,23.25,11.57,2020-09-29,2020-11-05
334,UZ90,man20,46,20.09,14.64,2020-09-15,2020-10-20
335,NV55,man89,65,97.99,13.98,2020-10-12,2020-10-22
336,WH33,man53,98,36.86,11.39,2020-09-05,2020-10-30
337,YO63,man38,14,58.68,23.86,2020-08-26,2020-11-05
338,NK97,man52,57,55.35,10.33,2020-08-23,2020-10-27
339,ZF82,man36,66,26.27,23.92,2020-08-15,2020-10-16
340,KV68,man33,88,47.92,11.69,2020-09-16,2020-11-04
341,RY73,man04,10,86.06,14.88,2020-09-07,2020-10-28
342,XG79,man21,24,25.24,20.15,2020-08-19,2020-11-08
343,OI04,man44,41,32.21,13.44,2020-08-22,2020-10-15
344,LS98,man96,11,94.88,19.74,2020-10-06,2020-10-21
345,QW27,man83,27,64.58,22.58,2020-09-01,2020-10-28
346,QX42,man53,12,89.81,26.31,2020-09-16,2020-11-04
347,RI75,man89,25,79.58,26.97,2020-08-20,2020-10-16
348,WB60,man88,24,46.54,17.49,2020-10-05,2020-10-29
349,VD42,man06,79,42.03,22.82,2020-09-30,2020-10-22
350,EH19,man35,42,89.68,23.91,2020-09-12,2020-10-15
351,PI79,man90,72,43.96,28.67,2020-09-08,2020-10-25
352,VO54,man50,39,84.4,12.56,2020-08-21,2020-11-02
353,TW08,man43,16,33.18,19.09,2020-08-24,2020-10-14
354,AE77,man69,43,44.92,23.32,2020-10-13,2020-10-19
355,XH16,man94,11,95.43,10.22,2020-08-30,2020-10-25
356,PO12,man09,19,41.79,14.42,2020-10-04,2020-10-20
357,SK64,man81,9,35.24,19.9,2020-08-23,2020-10-24
358,BT19,man09,47,32.39,25.2,2020-09-25,2020-10-22
359,QE42,man39,97,72.72,28.81,2020-08-21,2020-10-14
360,XF47,man56,85,38.89,11.7,2020-09-07,2020-10-25
361,HM27,man92,86,84.3,28.31,2020-09-11,2020-10-29
362,OC12,man20,1,87.9,14.27,2020-08-24,2020-10-27
363,WH63,man84,78,20.63,13.37,2020-09-21,2020-11-08
364,HJ94,man46,2,40.41,28.63,2020-09-13,2020-10-29
365,US74,man31,34,53.46,22.18,2020-09-01,2020-11-04
366,AG75,man56,88,68.72,16.59,2020-08-31,2020-10-14
367,OP70,man61,37,22.32,23.04,2020-09-04,2020-10-29
368,IV77,man93,40,65.94,15.73,2020-09-19,2020-10-14
369,EI44,man49,96,41.66,27.34,2020-10-12,2020-11-03
370,SW50,man58,10,35.23,29.99,2020-08-18,2020-11-01
371,MH02,man56,93,54.99,15.25,2020-08-26,2020-10-15
372,ZQ01,man18,24,78.13,20.79,2020-09-03,2020-11-02
373,KT07,man29,43,42.44,15.21,2020-08-15,2020-10-18
374,DN54,man25,31,74.35,28.05,2020-08-18,2020-10-14
375,QR37,man94,30,85.73,22.25,2020-10-09,2020-10-20
376,DD87,man64,76,82.64,18.79,2020-10-01,2020-10-25
377,FA37,man88,23,56.23,25.99,2020-08-27,2020-11-11
378,CI91,man28,79,91.14,14.62,2020-09-17,2020-10-15
379,XS55,man46,65,71.03,16.36,2020-09-25,2020-10-18
380,JF88,man98,100,92.33,27.8,2020-08-28,2020-10-15
381,IZ57,man68,93,21.05,22.71,2020-08-23,2020-10-31
382,NB83,man01,4,57.95,12.19,2020-09-17,2020-11-07
383,EE62,man44,87,36.72,22.31,2020-09-19,2020-10-29
384,MH18,man07,28,81.46,17.6,2020-09-14,2020-11-10
385,DR73,man18,65,76.05,17.88,2020-09-27,2020-11-08
386,VZ74,man64,41,90.21,19.55,2020-08-22,2020-11-02
387,EB03,man24,52,32.5,22.28,2020-09-24,2020-11-01
388,JP96,man41,21,33.85,20.42,2020-09-19,2020-10-27
389,CK20,man44,99,34.55,22.77,2020-09-29,2020-10-16
390,ZK17,man15,79,86.29,19.58,2020-09-24,2020-11-12
391,KA23,man20,13,54.64,14.37,2020-08-24,2020-10-16
392,KJ59,man04,8,79.58,25.94,2020-09-22,2020-11-03
393,US41,man72,83,70.4,11.29,2020-08-29,2020-10-25
394,DN65,man61,71,95.6,20.91,2020-09-12,2020-10-31
395,HE83,man39,51,56.22,22.6,2020-08-16,2020-11-02
396,BT66,man09,88,99.55,24.85,2020-09-05,2020-11-11
397,UA62,man97,56,24.35,21.03,2020-08-16,2020-10-15
398,BX37,man81,5,27.23,29.62,2020-10-13,2020-10-26
399,DU31,man30,62,90.05,25.68,2020-08-14,2020-10-22
400,UZ27,man69,46,62.15,18.54,2020-08-26,2020-11-07
401,YC40,man38,55,90.27,26.55,2020-09-12,2020-10-25
402,RK74,man30,45,36.0,28.16,2020-09-24,2020-10-21
403,BJ50,man90,29,24.92,29.1,2020-08-18,2020-10-24
404,UX91,man81,77,44.45,17.02,2020-09-12,2020-10-15
405,AB00,man20,61,90.68,26.33,2020-08-23,2020-10-26
406,LR98,man31,84,94.18,16.0,2020-09-24,2020-10-27
407,RB30,man64,11,90.93,23.82,2020-09-04,2020-10-29
408,UN24,man95,25,41.48,12.12,2020-09-08,2020-10-13
409,LC52,man86,42,58.19,22.24,2020-08-20,2020-10-28
410,HL65,man52,77,59.75,29.34,2020-08-25,2020-10-20
411,VM46,man41,12,42.88,24.08,2020-08-25,2020-10-20
412,LX70,man51,59,24.56,20.39,2020-09-01,2020-11-05
413,FY50,man69,50,93.79,18.96,2020-08-14,2020-10-29
414,SH81,man91,67,33.09,26.51,2020-09-07,2020-10-19
415,VZ14,man62,9,91.3,22.18,2020-09-18,2020-11-11
416,GC36,man18,73,99.26,14.18,2020-08-30,2020-10-18
417,RK64,man13,60,73.8,25.14,2020-09-23,2020-11-11
418,CW27,man70,81,48.59,10.68,2020-08-17,2020-10-15
419,HT92,man38,75,60.59,24.91,2020-09-15,2020-11-05
420,XF85,man55,58,45.28,29.03,2020-09-27,2020-10-29
