OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
55,VM36,man13,59,40.32,19.34,2020-10-20,2020-12-07
56,PP65,man39,86,90.7,24.43,2020-09-22,2020-11-27
57,LP54,man26,69,49.16,16.96,2020-10-18,2020-11-11
58,CD65,man33,1,56.01,20.16,2020-11-06,2020-11-29
59,NR78,man36,39,59.3,19.49,2020-10-28,2020-11-18
60,IY74,man35,39,65.81,23.65,2020-10-08,2020-12-03
61,LA90,man62,37,36.45,23.08,2020-10-22,2020-11-30
62,CK72,man30,86,96.65,15.52,2020-10-16,2020-11-17
63,NS52,man82,56,20.59,26.0,2020-09-15,2020-11-22
64,YS63,man05,87,68.75,20.4,2020-10-23,2020-11-16
65,DW19,man42,93,50.17,20.82,2020-10-12,2020-11-29
66,MX14,man29,78,38.5,25.01,2020-10-06,2020-11-23
67,PX31,man47,22,47.58,21.76,2020-10-12,2020-11-24
68,ZG60,man55,57,27.27,27.18,2020-10-27,2020-11-25
69,YF77,man01,99,26.13,28.61,2020-10-05,2020-11-23
70,YD35,man80,56,45.69,14.24,2020-09-21,2020-11-29
71,HD19,man75,13,88.79,10.9,2020-10-12,2020-11-19
72,VW72,man94,86,81.18,28.99,2020-09-11,2020-11-19
73,ZQ18,man04,83,39.15,28.35,2020-11-02,2020-12-02
74,YY55,man20,56,78.55,23.3,2020-10-19,2020-11-10
75,VP30,man48,53,72.54,11.8,2020-10-22,2020-12-07
76,QV57,man92,24,63.73,26.42,2020-09-09,2020-12-05
77,EN80,man66,88,31.38,10.83,2020-09-29,2020-11-25
78,TQ38,man78,30,26.54,25.53,2020-09-25,2020-11-10
79,ZJ33,man13,3,62.74,22.05,2020-10-11,2020-12-08
80,CP39,man87,52,44.63,10.25,2020-11-05,2020-11-20
81,GV99,man27,40,75.99,19.43,2020-11-06,2020-11-13
82,BI72,man82,61,50.79,12.68,2020-09-29,2020-12-04
83,BB27,man24,38,76.82,28.59,2020-09-17,2020-11-24
84,WH87,man53,83,78.36,27.96,2020-10-14,2020-12-04
85,TC30,man19,93,82.48,11.94,2020-09-10,2020-11-16
86,NY33,man31,50,68.96,17.88,2020-10-03,2020-12-07
87,MB51,man17,36,98.0,20.92,2020-10-11,2020-11-11
88,ZR97,man00,82,43.17,15.51,2020-09-26,2020-11-24
89,TE09,man43,78,61.51,28.87,2020-10-09,2020-11-11
90,CU24,man26,91,24.01,19.62,2020-10-04,2020-11-21
91,KS20,man62,61,29.56,16.05,2020-09-15,2020-11-26
92,KL57,man95,18,26.11,19.16,2020-10-10,2020-11-27
93,NS99,man78,57,50.52,15.28,2020-10-02,2020-11-13
94,FZ83,man75,25,32.85,27.48,2020-10-29,2020-12-03
95,EK40,man38,30,43.15,29.87,2020-11-05,2020-11-11
96,MX55,man42,24,21.82,19.29,2020-10-03,2020-11-23
97,RT57,man33,46,61.14,17.73,2020-10-24,2020-11-16
98,PM91,man47,18,31.61,18.46,2020-09-13,2020-11-18
99,FX04,man26,22,41.93,23.23,2020-09-12,2020-12-03
100,NB59,man90,93,90.7,19.73,2020-11-01,2020-11-19
101,XJ73,man75,56,43.57,14.28,2020-10-25,2020-11-28
102,OG74,man50,87,78.88,19.38,2020-10-29,2020-11-12
103,IX55,man03,99,76.08,27.01,2020-09-29,2020-11-24
104,FV74,man01,73,27.95,17.91,2020-09-26,2020-11-29
105,VM19,man55,60,77.72,29.1,2020-10-25,2020-11-18
106,MB30,man06,65,98.43,15.71,2020-09-26,2020-12-05
107,LP80,man36,52,68.68,19.33,2020-09-09,2020-12-02
108,AF58,man43,64,59.99,24.27,2020-10-27,2020-12-07
109,DD29,man60,87,33.37,21.71,2020-10-23,2020-11-16
110,YX51,man60,64,26.29,26.81,2020-10-24,2020-11-20
111,PZ11,man47,56,98.21,26.67,2020-11-03,2020-11-15
112,HF05,man12,63,32.9,27.82,2020-10-02,2020-12-05
113,NM55,man51,96,24.77,25.76,2020-10-31,2020-11-11
114,OM30,man23,88,42.05,25.1,2020-10-20,2020-11-21
115,YP38,man85,35,83.21,27.62,2020-10-15,2020-11-17
116,CE50,man31,65,99.14,20.77,2020-10-20,2020-11-21
117,PL13,man79,80,26.73,20.1,2020-11-06,2020-11-21
118,DI12,man10,99,44.8,11.73,2020-10-13,2020-11-14
119,ZZ85,man40,48,52.12,17.34,2020-11-03,2020-11-14
120,JX85,man02,87,32.88,24.41,2020-10-04,2020-11-23
121,ZQ16,man68,29,63.42,15.74,2020-09-27,2020-11-22
122,ZG51,man19,60,50.16,15.62,2020-10-22,2020-11-29
123,US95,man11,56,73.25,23.01,2020-09-24,2020-11-10
124,PI44,man74,71,99.5,18.31,2020-09-10,2020-11-21
125,GT08,man15,61,20.33,28.81,2020-11-05,2020-12-08
126,FY41,man85,3,63.95,27.76,2020-09-28,2020-12-06
127,KH13,man59,49,36.55,28.65,2020-09-24,2020-11-11
128,RO51,man31,36,31.6,29.47,2020-11-05,2020-11-19
129,XY44,man82,12,42.79,13.25,2020-09-30,2020-11-19
130,EK83,man25,96,23.85,14.16,2020-09-13,2020-12-01
131,EI11,man23,16,55.47,26.17,2020-10-02,2020-11-23
132,PJ78,man05,51,56.73,16.9,2020-09-25,2020-11-14
133,JD46,man17,18,60.35,18.49,2020-10-02,2020-12-07
134,KY59,man88,43,88.17,20.75,2020-10-01,2020-11-11
135,PC13,man17,68,53.93,26.29,2020-09-26,2020-12-06
136,WE56,man00,27,79.17,12.73,2020-09-13,2020-11-20
137,CR09,man10,8,75.18,27.32,2020-10-02,2020-12-07
138,PW76,man42,86,25.85,29.52,2020-09-13,2020-12-05
139,GL23,man96,10,58.43,23.12,2020-10-07,2020-11-21
140,LZ28,man64,64,75.25,18.81,2020-11-01,2020-11-12
141,RM60,man50,34,50.86,14.73,2020-11-03,2020-11-24
142,XJ99,man41,98,48.92,19.9,2020-09-15,2020-11-25
143,HL40,man29,52,21.24,11.5,2020-09-18,2020-12-02
144,FK89,man69,42,59.6,13.48,2020-09-11,2020-11-27
145,BI86,man51,14,92.46,13.96,2020-11-01,2020-11-29
146,TU68,man72,30,67.27,23.79,2020-10-08,2020-12-07
147,ZJ83,man41,9,88.71,27.69,2020-10-01,2020-11-15
148,YH94,man31,85,64.76,12.75,2020-11-02,2020-11-25
149,HG91,man17,74,47.68,15.22,2020-11-03,2020-11-12
150,EI69,man75,34,98.94,23.8,2020-10-16,2020-12-01
151,QV03,man86,17,85.45,18.05,2020-10-21,2020-11-22
152,TO89,man47,57,85.74,13.58,2020-09-14,2020-11-20
153,NQ74,man00,95,54.34,20.1,2020-09-22,2020-11-21
154,UQ70,man17,15,79.13,27.41,2020-10-18,2020-11-20
155,FE63,man69,5,27.83,25.05,2020-11-05,2020-11-13
156,UC64,man04,76,51.13,28.32,2020-09-21,2020-11-23
157,NM03,man65,33,47.89,12.98,2020-09-18,2020-12-06
158,WN49,man45,6,98.02,14.4,2020-09-10,2020-11-13
159,ML12,man81,36,59.15,29.06,2020-10-02,2020-11-10
160,QV19,man83,76,53.46,20.92,2020-11-03,2020-12-02
161,TJ72,man00,5,84.39,10.32,2020-10-16,2020-11-19
162,SP63,man02,20,55.36,12.26,2020-10-19,2020-12-04
163,JU22,man32,70,24.53,24.9,2020-10-24,2020-11-10
164,SF05,man05,97,60.52,16.46,2020-10-19,2020-11-10
165,UC03,man25,15,37.43,19.26,2020-09-30,2020-11-26
166,RQ72,man52,93,67.59,23.42,2020-10-23,2020-11-25
167,MS11,man80,95,84.36,12.35,2020-09-27,2020-11-11
168,WG59,man38,61,99.73,21.44,2020-09-19,2020-11-23
169,HJ36,man95,30,51.19,11.84,2020-10-14,2020-11-30
170,RE65,man97,77,79.28,22.94,2020-10-06,2020-12-06
171,RK53,man77,51,53.22,22.86,2020-10-19,2020-11-09
172,UU73,man95,18,39.18,27.26,2020-09-21,2020-11-10
173,PP43,man30,29,33.49,21.69,2020-09-09,2020-11-30
174,SL90,man83,96,81.1,14.56,2020-10-14,2020-12-05
175,VK72,man59,91,94.83,20.07,2020-10-17,2020-11-27
176,ZZ40,man21,66,47.73,26.94,2020-09-23,2020-11-23
177,ZY61,man16,89,34.73,22.13,2020-10-20,2020-11-13
178,KT30,man50,49,49.0,13.56,2020-10-27,2020-11-11
179,SK22,man59,1,94.6,29.67,2020-09-13,2020-12-08
180,WV04,man37,88,74.19,28.06,2020-11-06,2020-12-06
181,CM06,man70,7,48.94,16.8,2020-10-07,2020-11-24
182,AI40,man78,20,23.93,12.95,2020-10-25,2020-12-01
183,FB06,man26,15,85.45,20.34,2020-10-10,2020-11-19
184,GS04,man71,53,29.91,17.35,2020-10-19,2020-11-24
185,QV70,man41,2,25.2,26.62,2020-09-21,2020-11-30
186,UQ71,man25,69,29.2,14.79,2020-10-06,2020-11-13
187,QL43,man14,74,43.24,13.87,2020-09-21,2020-11-23
188,UH11,man12,15,52.56,11.86,2020-09-12,2020-11-09
189,AI25,man45,6,60.75,23.83,2020-09-13,2020-11-10
190,UK43,man21,44,30.04,29.97,2020-10-15,2020-11-21
191,QN94,man60,74,96.19,27.79,2020-10-23,2020-12-08
192,BU67,man90,12,79.69,16.96,2020-10-20,2020-12-08
193,GF17,man31,35,36.68,24.93,2020-09-22,2020-11-30
194,HJ09,man28,41,81.75,14.83,2020-09-09,2020-12-03
195,DK00,man48,88,55.23,16.51,2020-09-30,2020-11-17
196,IR52,man05,17,49.89,28.87,2020-09-19,2020-12-06
197,WT68,man98,12,86.2,12.63,2020-09-21,2020-11-30
198,XQ95,man70,80,68.58,17.69,2020-09-21,2020-11-09
199,PQ18,man22,99,87.56,28.94,2020-10-15,2020-11-27
200,ZL12,man92,96,62.98,27.11,2020-11-01,2020-11-25
201,BP21,man02,7,77.7,10.56,2020-11-04,2020-11-16
202,MF96,man72,10,33.22,17.04,2020-10-20,2020-11-24
203,DG81,man60,37,27.21,19.87,2020-09-21,2020-11-27
204,TY40,man55,23,72.33,20.38,2020-09-28,2020-12-04
205,HM25,man75,35,39.88,17.36,2020-10-04,2020-11-23
206,KC53,man98,75,85.1,10.35,2020-09-11,2020-11-09
207,HX10,man56,77,39.4,16.83,2020-09-23,2020-11-30
208,PF59,man11,25,79.51,10.59,2020-09-14,2020-11-27
209,CL61,man42,52,55.28,10.56,2020-10-28,2020-12-03
210,FO87,man94,11,56.23,27.31,2020-10-22,2020-12-06
211,KE08,man71,78,20.11,19.79,2020-10-05,2020-11-23
212,SH12,man53,41,53.59,29.09,2020-10-31,2020-11-27
213,EE06,man04,47,71.74,14.46,2020-10-22,2020-12-07
214,XW38,man05,61,48.34,29.96,2020-10-27,2020-11-21
215,IK53,man63,41,87.48,15.62,2020-09-18,2020-11-18
216,SW62,man13,68,88.24,21.08,2020-09-19,2020-12-01
217,VG16,man30,78,95.37,15.37,2020-11-02,2020-11-27
218,NI97,man61,64,48.93,20.25,2020-10-27,2020-12-02
219,NQ51,man03,7,88.43,25.34,2020-10-26,2020-12-03
220,QS64,man71,58,80.74,28.88,2020-11-08,2020-11-08
221,HB28,man53,61,78.62,26.34,2020-10-15,2020-12-03
222,NM02,man37,99,78.94,19.69,2020-09-18,2020-12-01
223,DG45,man70,63,26.8,13.11,2020-10-05,2020-11-27
224,RW64,man94,3,62.28,15.5,2020-10-10,2020-11-08
225,NC93,man93,99,83.8,19.14,2020-09-09,2020-11-12
226,IM06,man23,85,28.51,29.42,2020-09-15,2020-11-13
227,BA48,man02,7,58.91,15.6,2020-10-15,2020-11-30
228,LZ25,man19,99,53.24,19.11,2020-09-15,2020-11-23
229,LU47,man21,51,27.96,14.09,2020-11-06,2020-11-09
230,NW43,man23,78,52.39,25.94,2020-11-05,2020-11-10
231,QV47,man82,95,31.72,21.14,2020-10-24,2020-11-23
232,YW81,man24,76,44.11,17.75,2020-10-18,2020-11-08
233,QR95,man68,93,25.12,14.53,2020-10-31,2020-11-15
234,ZT06,man72,6,83.32,28.33,2020-10-23,2020-11-19
235,RE58,man77,98,43.51,17.32,2020-11-08,2020-11-28
236,XM02,man22,77,34.05,14.65,2020-10-27,2020-11-28
237,ZI01,man68,83,38.92,22.88,2020-10-05,2020-11-21
238,MN44,man31,49,31.91,16.24,2020-10-26,2020-11-26
239,MC60,man41,39,98.95,15.61,2020-09-10,2020-11-29
240,GN20,man50,73,93.17,17.71,2020-11-05,2020-12-03
241,ER42,man70,9,49.38,25.22,2020-10-17,2020-11-14
242,KI61,man87,100,36.22,26.7,2020-09-09,2020-12-02
243,OJ50,man17,71,53.93,14.71,2020-09-19,2020-12-02
244,RG12,man97,83,88.86,11.02,2020-10-31,2020-11-09
245,SV65,man92,63,76.13,19.01,2020-10-27,2020-11-24
246,EP95,man67,71,31.13,26.2,2020-10-21,2020-11-23
247,LM07,man06,39,49.45,17.25,2020-09-18,2020-12-07
248,JP02,man65,89,95.95,19.22,2020-10-07,2020-12-06
249,XQ38,man04,50,86.55,19.06,2020-10-29,2020-12-02
250,FS73,man60,14,76.13,28.62,2020-09-22,2020-11-24
251,BA49,man87,35,30.73,25.76,2020-10-09,2020-11-27
252,RL91,man41,59,48.44,13.89,2020-11-08,2020-11-15
253,EY77,man83,60,67.37,11.31,2020-09-26,2020-11-18
254,ZW93,man27,35,38.53,22.5,2020-10-10,2020-12-07
255,UL38,man29,23,96.27,14.02,2020-10-20,2020-11-30
256,BJ19,man61,27,69.75,16.9,2020-11-02,2020-12-04
257,JI12,man36,61,27.54,10.46,2020-10-11,2020-11-17
258,DM00,man16,87,26.9,25.8,2020-11-07,2020-11-10
259,IT59,man64,91,34.02,20.27,2020-11-08,2020-11-14
260,WO47,man71,38,92.7,27.88,2020-10-02,2020-11-19
261,KX15,man65,54,29.9,13.23,2020-09-15,2020-11-29
262,QK85,man74,79,90.88,16.12,2020-10-25,2020-11-09
263,EV29,man25,63,66.0,26.0,2020-10-14,2020-11-11
264,QI96,man83,30,64.08,10.19,2020-10-11,2020-12-04
265,XC09,man12,7,85.75,10.87,2020-10-30,2020-11-19
266,QL01,man83,43,81.44,16.22,2020-09-23,2020-11-26
267,AG95,man30,65,78.7,19.86,2020-10-06,2020-12-05
268,EZ00,man85,60,92.05,18.77,2020-10-14,2020-12-02
269,JV62,man90,62,90.3,28.32,2020-09-20,2020-12-04
270,NU53,man62,22,68.93,26.3,2020-10-05,2020-12-07
271,ZB38,man44,93,38.21,24.49,2020-09-10,2020-11-21
272,AA77,man18,32,93.09,18.56,2020-10-12,2020-11-22
273,VU06,man42,71,98.65,14.74,2020-10-13,2020-11-08
274,BF57,man74,91,28.13,10.94,2020-09-17,2020-11-17
275,SJ11,man07,25,81.51,19.22,2020-10-10,2020-11-19
276,KC75,man19,43,33.92,18.36,2020-09-15,2020-11-28
277,IR25,man02,1,24.64,11.59,2020-10-27,2020-11-27
278,EX18,man52,14,33.94,11.25,2020-10-06,2020-12-01
279,UI72,man74,62,88.47,24.75,2020-10-23,2020-11-17
280,AJ09,man69,68,66.24,28.4,2020-10-20,2020-11-25
281,MU33,man26,36,38.11,21.56,2020-10-29,2020-11-19
282,MZ09,man83,99,37.26,15.46,2020-10-21,2020-11-12
283,XE90,man31,32,49.01,17.39,2020-10-28,2020-11-23
284,OC92,man39,42,57.22,27.08,2020-09-25,2020-12-01
285,WT95,man18,60,52.42,17.75,2020-10-11,2020-11-30
286,NT98,man87,87,94.05,19.84,2020-10-02,2020-11-29
287,CJ73,man43,19,21.11,15.85,2020-10-01,2020-12-02
288,PK76,man68,94,82.07,21.31,2020-11-04,2020-11-24
289,FH44,man10,88,29.25,18.67,2020-10-15,2020-11-17
290,TE97,man99,32,98.9,25.34,2020-09-13,2020-12-05
291,MQ29,man61,66,38.14,22.27,2020-10-16,2020-11-22
292,LW09,man00,79,78.59,15.56,2020-11-06,2020-11-24
293,FW87,man52,34,45.61,13.44,2020-09-17,2020-12-06
294,BW61,man27,28,77.18,26.97,2020-10-05,2020-12-02
295,CQ94,man09,89,98.59,10.96,2020-10-05,2020-11-22
296,YN91,man89,7,23.23,13.32,2020-10-17,2020-11-11
297,GK55,man55,62,45.62,16.5,2020-10-22,2020-11-08
298,XC19,man82,80,59.35,11.65,2020-09-17,2020-11-13
299,BG15,man24,96,50.55,10.85,2020-11-05,2020-12-04
300,ZI44,man67,80,27.3,11.05,2020-10-22,2020-11-26
301,WR84,man03,63,41.76,28.03,2020-10-14,2020-11-15
302,TH42,man00,68,31.53,21.47,2020-10-30,2020-11-22
303,DP58,man30,81,46.45,21.06,2020-09-23,2020-11-29
304,UK67,man51,48,41.93,27.17,2020-09-09,2020-11-18
305,DN19,man61,14,65.18,19.61,2020-10-30,2020-11-18
306,FR99,man15,3,55.35,15.04,2020-09-24,2020-11-13
307,RC49,man93,56,86.07,24.21,2020-11-04,2020-11-21
308,IG55,man90,99,76.26,13.82,2020-10-14,2020-11-21
309,JL10,man81,82,26.24,19.48,2020-09-20,2020-12-02
310,DE95,man59,20,33.72,10.02,2020-09-19,2020-11-22
311,AO45,man00,11,60.07,25.93,2020-09-20,2020-11-18
312,HV54,man74,87,67.01,26.86,2020-09-28,2020-11-09
313,IT66,man47,50,97.82,28.24,2020-09-30,2020-11-14
314,AH38,man26,42,20.06,25.28,2020-09-26,2020-11-16
315,DG56,man86,6,78.03,18.94,2020-09-28,2020-11-22
316,FW55,man99,40,87.77,10.61,2020-09-14,2020-11-21
317,EV62,man12,61,75.74,16.1,2020-09-21,2020-11-09
318,RF08,man03,71,58.42,28.08,2020-10-18,2020-11-25
319,YN41,man10,17,33.94,12.46,2020-09-12,2020-12-08
320,ZC80,man67,79,77.09,23.9,2020-10-08,2020-11-08
321,WR23,man52,99,82.52,23.07,2020-09-27,2020-11-23
322,TP62,man28,69,20.69,11.76,2020-10-11,2020-12-01
323,YU54,man11,6,59.58,15.9,2020-09-12,2020-12-05
324,YH29,man81,62,44.65,25.75,2020-09-21,2020-12-08
325,BL70,man27,59,88.62,25.88,2020-09-24,2020-12-04
326,IQ76,man32,82,71.93,28.48,2020-10-23,2020-12-04
327,QS73,man52,22,38.32,10.21,2020-10-19,2020-11-12
328,QR37,man33,96,20.04,22.73,2020-10-21,2020-11-08
329,SR86,man68,97,87.65,27.96,2020-10-11,2020-12-01
330,GJ86,man50,90,65.78,29.09,2020-09-09,2020-11-24
331,MK49,man78,86,24.21,19.53,2020-10-03,2020-11-20
332,XT19,man24,33,93.4,13.47,2020-10-09,2020-11-20
333,XT00,man26,64,23.7,17.14,2020-09-13,2020-12-04
334,FH80,man69,60,39.55,21.15,2020-10-04,2020-11-08
335,RB10,man30,84,41.75,23.52,2020-09-27,2020-11-29
336,MT32,man75,53,35.62,10.88,2020-10-25,2020-11-23
337,YP47,man38,42,88.01,24.51,2020-10-22,2020-11-27
338,KB58,man99,49,69.63,22.57,2020-11-03,2020-11-22
339,BA64,man49,53,50.95,29.84,2020-10-12,2020-11-20
340,YX71,man56,47,94.6,12.04,2020-09-29,2020-11-18
341,AI09,man15,89,97.89,22.93,2020-10-08,2020-12-02
342,US99,man19,89,58.4,19.37,2020-09-29,2020-11-12
343,UZ91,man43,24,23.68,15.49,2020-09-15,2020-12-04
344,QB81,man44,69,81.0,12.54,2020-09-25,2020-12-06
345,BI34,man00,30,84.93,18.75,2020-10-05,2020-11-29
346,NS11,man77,14,82.56,26.97,2020-10-01,2020-11-09
347,BQ31,man64,30,79.72,29.09,2020-10-18,2020-11-08
348,EY84,man76,88,31.47,27.98,2020-10-24,2020-12-02
349,RN99,man74,13,72.62,12.94,2020-09-25,2020-11-28
350,PI64,man94,49,22.63,13.16,2020-09-24,2020-11-15
351,DJ49,man67,11,81.91,24.83,2020-10-05,2020-11-18
352,YQ43,man85,23,97.64,14.27,2020-10-07,2020-11-14
353,MD49,man56,74,82.81,28.94,2020-09-22,2020-11-29
354,QX73,man75,49,51.5,27.29,2020-09-18,2020-11-15
355,TU26,man69,64,95.38,21.78,2020-10-29,2020-11-23
356,BJ00,man70,97,39.52,27.54,2020-09-30,2020-11-30
357,EO42,man29,48,74.3,13.51,2020-09-19,2020-11-29
358,HY67,man08,33,98.77,10.09,2020-10-28,2020-11-10
359,MF71,man25,56,55.93,13.51,2020-10-10,2020-12-05
360,SQ98,man50,37,26.56,14.97,2020-10-17,2020-11-25
361,HG68,man35,97,95.48,22.64,2020-09-22,2020-11-13
362,EI35,man16,15,40.56,15.74,2020-10-13,2020-12-06
363,VP76,man16,58,68.6,13.58,2020-09-10,2020-12-06
364,GF48,man40,45,69.91,25.93,2020-09-27,2020-11-19
365,OI81,man33,44,78.06,23.83,2020-11-03,2020-11-16
366,ER17,man46,3,68.88,14.2,2020-09-18,2020-11-27
367,AW92,man99,33,88.96,26.27,2020-10-07,2020-11-08
368,WM15,man73,16,97.83,15.36,2020-10-30,2020-11-14
369,UQ96,man99,37,64.86,26.63,2020-09-29,2020-12-01
370,LL20,man13,20,37.73,27.54,2020-10-26,2020-11-30
371,LU97,man55,47,94.66,26.91,2020-10-20,2020-11-24
372,IJ05,man45,35,56.53,22.89,2020-10-02,2020-12-07
373,HJ93,man25,42,45.59,20.07,2020-09-30,2020-12-05
374,BI95,man61,65,88.79,16.87,2020-10-24,2020-11-09
375,DM11,man66,57,27.81,13.03,2020-09-30,2020-11-13
376,QE17,man65,70,52.69,12.69,2020-10-13,2020-12-08
377,GG26,man86,35,64.77,29.04,2020-09-26,2020-11-20
378,SD84,man71,1,77.52,12.83,2020-11-05,2020-11-13
379,MN41,man87,91,92.82,22.98,2020-09-20,2020-11-30
380,EO90,man46,92,84.44,29.44,2020-09-30,2020-12-03
381,RY43,man06,21,29.36,25.93,2020-11-07,2020-11-11
382,SR96,man62,10,50.72,24.41,2020-11-08,2020-11-10
383,IP72,man41,10,37.84,22.34,2020-09-17,2020-11-14
384,EK75,man17,43,42.64,16.05,2020-09-17,2020-11-13
385,PU06,man99,51,64.86,11.82,2020-09-19,2020-11-21
386,SB33,man43,84,89.35,20.18,2020-09-20,2020-11-13
387,MC55,man73,36,74.21,26.9,2020-11-03,2020-11-27
388,OZ15,man06,29,53.63,17.28,2020-09-22,2020-11-22
389,DX06,man62,96,34.59,29.94,2020-10-14,2020-11-29
390,DG46,man32,82,96.2,17.96,2020-11-04,2020-11-08
391,TG60,man60,30,81.85,22.86,2020-09-18,2020-11-17
392,OH30,man22,59,29.3,12.8,2020-11-07,2020-11-25
393,NS81,man66,82,24.36,16.54,2020-09-20,2020-11-29
394,NU78,man96,73,48.18,16.29,2020-09-13,2020-11-12
395,LN67,man81,82,43.97,26.76,2020-10-22,2020-11-18
396,HU91,man96,48,70.33,18.6,2020-10-31,2020-11-23
397,LZ03,man67,76,27.59,17.23,2020-10-03,2020-11-22
398,TC35,man13,62,29.09,11.29,2020-10-07,2020-11-08
399,HF01,man98,5,81.75,19.55,2020-09-17,2020-12-02
400,FQ86,man07,30,50.79,15.3,2020-10-18,2020-11-10
401,LX92,man91,50,96.07,20.62,2020-10-27,2020-11-19
402,UD00,man40,88,31.17,15.18,2020-10-12,2020-12-02
403,TF59,man05,14,47.14,28.01,2020-10-24,2020-11-19
404,PN42,man62,86,84.47,25.44,2020-09-12,2020-11-16
405,EJ90,man93,26,25.49,23.4,2020-11-01,2020-11-15
406,DR27,man84,41,60.26,29.16,2020-10-23,2020-11-20
407,NQ12,man52,35,76.83,13.26,2020-10-01,2020-11-24
408,WA14,man99,71,75.35,22.74,2020-11-03,2020-12-04
409,DB13,man33,3,55.75,28.07,2020-09-15,2020-11-15
410,IA31,man92,25,28.52,18.72,2020-09-12,2020-11-15
411,YJ03,man79,78,25.03,12.68,2020-10-16,2020-11-14
412,TL69,man08,19,34.58,27.65,2020-10-17,2020-11-08
413,QT43,man18,59,73.22,22.14,2020-09-30,2020-11-15
414,TA41,man95,62,30.82,10.53,2020-09-28,2020-11-12
415,AQ54,man04,39,33.28,16.86,2020-10-22,2020-11-17
416,MX22,man60,88,84.3,25.31,2020-09-09,2020-11-17
417,HJ61,man50,34,82.64,18.88,2020-10-05,2020-11-20
418,NA68,man59,32,26.64,10.82,2020-10-05,2020-11-21
419,LK43,man51,65,79.06,16.07,2020-09-13,2020-11-14
